name,description,property_type_name,province_name,district_name,ward_name,street_name,project_name,price,area,floor_count,frontage_width,house_depth,road_width,bedroom_count,bathroom_count,house_direction,balcony_direction,published_at,latitude,longitude
Bán đất Tân Bình HXH Gò Cẩm Đệm ngay Lạc Long Quân 44m2 chỉ 7.7 tỷ,"Bán đất Tân Bình HXH Gò Cẩm Đệm ngay Lạc Long Quân 44m2 chỉ 7.7 tỷ Mô tả: Lô đất đẹp mặt tiền hẻm 5m, ngay công viên thoáng mát Bán đất đường Gò Cẩm Đệm Phường 10 Tân Bình ( Phường Bảy Hiền ) + Diện tích 44m2: 4m x 11m + Cư Xá Phú Thọ Hoà, Gò Cẩm Đệm, gần Âu Cơ - Lạc Long Quân, Bàu Cát, giáp Quận 10, Đầm Sen + Khu phân lô, biệt thự, dân trí.. + Giấy phép xây dựng 5 tầng- phù hợp văn phòng, ở và kinh doanh Sổ hồng riêng",Đất,Hồ Chí Minh,Tân Bình,10,Gò Cẩm Đệm,,7178050000,44.0,0.0,4.0,,,0.0,0.0,,,2025-11-11T19:38:58.520000,10.800201,106.668213
Bán liền kề căn góc cuối cùng 142m2,"Bán liền kề dự án An Lạc Green Symphony, căn góc cuối cùng 142m2. Giá 43 tỷ. Vị trí thuận lợi di chuyển lên trung tâm Hà Nội, nội thất cơ bản, tiện nghi.",Biệt thự/Nhà liền kề,Hà Nội,Hoài Đức,Vân Canh,,An Lạc Green Symphony (Khu đô thị đại học Vân Canh),35677319375,142.0,4.0,,,,4.0,5.0,Tây - Nam,Tây,2025-11-26T10:36:13.599000,21.040297,105.838147
Bán gấp tập thể tầng 2 Hồ Đắc Di - 60m2 - 2 ngủ - thoáng sáng - full đồ ở ngay,"Bán gấp tập thể tầng 2 Hồ Đắc Di - 60m2 - 2 ngủ - thoáng sáng - full đồ ở ngay. - Vị trí trung tâm quận Đống Đa, giao thông vô cùng thuận tiện. - Khu vực dân trí cao, an ninh tốt, yên tĩnh ở sướng. - Xung quanh ngập tràn tiện ích. - Thiết kế: 2 ngủ, khách, bếp, wc. - Sổ đỏ chính chủ. - Chỉ: 4,1 tỷ. - Liên hệ: Xuân [phone_number]phone/zalo).",Căn hộ chung cư,Hà Nội,Đống Đa,Nam Đồng,Hồ Đắc Di,,5506600000,60.0,7.0,,,,2.0,1.0,,,2025-11-04T11:17:37.290000,21.026894,105.828704
CẦN BÁN CĂN HỘ THE TWO GAMUDA 89M2 GIÁ 7.6 TỶ,"Cần bán căn hộ 2PN tòa The Two Gamuda, DT: 89m2, có ban công rất rộng nội thất full, khách mua chỉ cần mang đồ cá nhân vào ở, Giá: 7.6 tỷ tiện ích ngay chân tòa nhà: WInmart, cửa hàng ăn uống dịch vụ, ... Lh xem nhà:",Căn hộ chung cư,Hà Nội,Hoàng Mai,Trần Phú,,The Two Residence - Gamuda Garden,8699540000,89.0,7.0,,,,2.0,2.0,,,2025-11-07T10:52:24.914000,21.023832,105.867956
Tin Thật_Nhà ô tô_cạnh time_kinh doanh_ở sướng_43m_1X tỷ,"Nhà riêng tại Đường Vĩnh Tuy, Phường Mai Động, Hoàng Mai, Hà Nội với diện tích 44m2 đang chờ chủ mới. Giá chỉ 15,8 tỷ VND, cực kỳ hợp lý cho những ai muốn tận hưởng không gian sống hiện đại và tiện nghi. + Pháp lý đầy đủ, không cần lo lắng về giấy tờ + Phong thủy tốt, mang lại tài lộc cho gia chủ + Đầy đủ nội thất: sofa, tủ lạnh, máy giặt, giường, bàn ghế ăn, đảm bảo sống ngay mà không cần sắm thêm gì Xung quanh có nhiều tiện ích như siêu thị T Mart Lĩnh Nam, Winmart Vincom Times City, công viên Park Hill, và hồ Đền Lừ, tất cả đều chỉ cách khoảng 2km. Gần bệnh viện Phổi Hà Nội, Bệnh viện Thanh Nhàn, và Bệnh viện Đa khoa Quốc tế Vinmec Times City. Liên hệ ngay để được tư vấn miễn phí: - Thanh Tống.",Nhà,Hà Nội,Hoàng Mai,Mai Động,Vĩnh Tuy,,10420311000,44.0,4.0,,,,4.0,3.0,,,2025-11-09T06:41:23.892000,21.021453,105.865336
Bán nhà Vạn Phúc - 44.7m2 - 5 tầng - MT 3.5m - ngõ thông,- Sổ đỏ A4. - 20m ra ô tô tránh. - Tiện ích bạt ngàn. - DT 44.7m2. LH,Nhà,Hà Nội,Hà Đông,Vạn Phúc,Tố Hữu,,8208163700,44.7,5.0,3.5,,,6.0,4.0,,,2025-11-12T15:34:35.575000,20.979521,105.79116
"Nhà gấp bán trong tháng giảm còn 4 tỷ 4, bán nhà Phan Huy Ích CN 75m2 - 2L - 8 phòng","Nhỉnh 60tr/m2 sau căn mặt tiền cho thuê 24tr/tháng căn ra mặt tiền - vài bước ra Emart sầm uất - khu dân trí - 145m2 - 2L - 8 phòng cho thuê. Mua 2 căn có giá tốt, SD 145m2: 15,8 x 9,5 tổng 8 phòng (cho thuê 24tr/thang). Kết cấu: 1 trệt 1 lầu, 8 phòng - bán đất tặng nhà, xây chdv cực đỉnh, hoặc cải tạo lại cho thuê. Bán kính 200m đầy đủ tiện ích, không thiếu thứ gì, trường học các cấp, gần chợ. Hàng xóm dân trí, an ninh, khu cao tầng, 5p ra emart sầm uất. Pháp lý chuẩn, sổ hoàn công đầy đủ, công chứng ngay.",Nhà,Hồ Chí Minh,Gò Vấp,14,Phan Huy Ích,,11314568750,75.0,4.0,9.5,,,4.0,3.0,,,2025-11-03T11:22:32.746000,10.765957,106.684352
Cần bán nhanh CHCC Cityland tòa mới nhà 2PN giá 5.2 tỷ. LH em: call/zalo,"Cần bán nhanh nhiều CHCC tại Cityland Park Hills. 2PN giá 4,7 tỷ. LH em. call/zalo. - Đ/C: 18 Phan Văn Trị, P10, Q Gò Vấp. - Diện tích: 77m2, 2PN, 2WC. - Giá bán: 5.2 tỷ . - Pháp lý rõ ràng: Đã sở hữu sổ hồng. - Ngân hàng hỗ trợ vay lên đến 70% - 80% giá trị căn hộ. - Chủ đầu tư địa ốc thành phố (Cityland). - Tiện ích: Gần chợ Hạnh Thông Tây, siêu thị, bệnh viện 175, gần trường đại học Công Nghiệp, công viên Gia Định, ngân hàng, trường mầm non. - Thuận tiện di chuyển qua các quận trung tâm Q1, Hoàng Minh Giám, Phú Nhuận, Phạm Văn Đồng, Thủ Đức. - Vui lòng liên hệ em qua: call/ zalo. Ảnh minh hoạ. Chuyên mua bán - ký gửi - cho thuê CHCC tại TP HCM.",Căn hộ chung cư,Hồ Chí Minh,Gò Vấp,10,Phan Văn Trị,Cityland Park Hills,7611500000,75.0,7.0,,,,2.0,2.0,,,2025-11-13T10:43:00.504000,10.75976,106.716279
"Bán nhà lầu mới 100% vị trí hai mặt tiền siêu đẹp, lộ oto, ngay KDC 923 nhà cách chợ Nổi Cái Răng","Bán nhà lầu mới 100% vị trí hai mặt tiền siêu đẹp, lộ oto, ngay KDC 923 nhà cách Chợ Nổi Cái Răng 800m, P An Bình, Tp Cần Thơ. Giá: 2 tỷ 520triệu. - Diện tích 4.5m x 8,5m =42.5m2. - Dtsd 84m2. Nhà hoàn công. - Hướng đông bắc và tây bắc. - Lộ 6m và 4m. Oto vi vu. - Kết cấu nhà: Sân trước - 1 phòng khách - Bếp - cửa hông - ban công - 2 phòng ngủ - 2 toilet - Cửa sổ thoáng mát. Full nội thất cơ bản: Sofa, bàn ăn, kệ tivi, tủ bếp, giường, tủ quần áo, bàn trang điểm, máy lạnh. - Tuyến đường thông dân cư đông đúc. Nhà cách chợ nổi cái răng 800m Cách bệnh viện nhi, SIS, FPT khoản 3km. Bán kính xung quanh đầy đủ tiện ích trường, chợ, bệnh viện... * Hotline: [phone_number] * Zalo [phone_number] * Bất Động Sản Tấn Lợi.",Nhà,Cần Thơ,Ninh Kiều,An Bình,Số 7,,2117754000,42.5,4.0,,,,2.0,2.0,Đông Bắc,Đông Bắc,2025-11-27T01:37:56.373000,10.037558,105.744543
BÁN ĐẤT THƯỢNG THANH-LONG BIÊN -VIỆT HƯNG -LONG BIÊN-HÀ NỘI.,"ĐẤT THƯỢNG THANH Vị trí VÀNG - Đầu tư SINH LỜI Bán đất Thượng Thanh, Long Biên - DT 58m, Giá chỉ nhỉnh 6 TỶ Gần ô tô đỗ và tránh , giao thông thuận tiện. Gần chợ, trường học từ cấp mầm non đến PTTH ,bệnh viện, TTTM Vincom Long Biên. Khu dân cư đông đúc, an ninh tốt, tiện ích đầy đủ. Sổ đỏ chính chủ, pháp lý rõ ràng LH E PHƯƠNG ĐỂ ĐI XEM ĐẤT :",Đất,Hà Nội,Long Biên,Thượng Thanh,Thượng Thanh,,7293175000,58.0,0.0,4.0,,2.2,0.0,0.0,,,2025-11-03T14:29:55.067000,21.028748,105.883591
Chính chủ bán lô đất 2MT đường Bùi Bỉnh Uyên gần bãi tắm Non Nước,"Chính chủ bán lô đất 2MT đường Bùi Bỉnh Uyên gần bãi tắm Non Nước -DT100m2(5x20m),hướng Đông -Vị trí đẹp gần bãi tắm Non Nước -Giá 4.9 tỷ(hướng Tây 4.6 tỷ) Liên hệ Minh Quân Vp BĐS Đại Cát Land - 25 Trần Hữu Dực",Đất,Đà Nẵng,Ngũ Hành Sơn,Hòa Hải,Bùi Bỉnh Uyên,,6406000000,100.0,0.0,,,,0.0,0.0,,,2025-11-14T08:27:20.856000,16.036425,108.203373
"Bán gấp nhà riêng 4PN, 4WC tại Đường Kim Ngọc, Xã Tân Lập, Đan Phượng, Hà Nội, gNội, giá 7,6 tỷ VND","Nhà riêng 4PN + 4WC + 5 tầng lô góc, có ngõ vào rộng 4m, mặt tiền 4,5m, pháp lý đầy đủ. Giá 7,6 tỷ VND, diện tích 43,3 m2 từ tầng 2 chủ xây đua, nội thất cơ bản. Điểm nổi bật: Oto ngủ trong nhà Thiết kế hiện đại với 4 phòng ngủ và 4 phòng tắm, không gian thoáng đãng, tiện nghi cho gia đình lớn. Ngõ vào rộng rãi, thuận tiện cho việc di chuyển. View Vin Đan Phượng Liên hệ ngay để được tư vấn miễn phí và xem nhà. Liên hệ: Nguyễn Thành Công qua số điện thoại",Nhà,Hà Nội,Đan Phượng,Tân Lập,Kim Ngọc,,7834739700,43.3,5.0,4.5,,4.0,4.0,4.0,Nam,,2025-11-14T14:10:44.003000,21.045764,105.838173
"Bán căn hộ Giai Việt Duplex thông tầng Tạ Quang Bửu P5, Q8 DT 230m2, 5PN, 4WC giá 7.5 tỷ sổ hồng","Bán căn hộ Giai Việt Duplex thông tầng - 856 Tạ Quang Bửu P5, Q8. DT 230m2, 5PN, 4 WC, nhà trống. Ngay Central Mall và TTTM Parc Mall, trung tâm hành chính Quận 8. KDC sầm uất đầy đủ các tiện ích công cộng. Giá 7.5 tỷ Sổ hồng lâu dài. Liên hệ xem nhà Chi",Căn hộ chung cư,Hồ Chí Minh,8,5,Tạ Quang Bửu,Khu căn hộ Chánh Hưng - Giai Việt,22250463000,230.0,7.0,,,,5.0,4.0,,,2025-11-22T11:18:44.496000,10.72094,106.640615
Bán nhanh nhà mới mậu lương - lô góc hoàn thiện đẹp - có thang máy - giá đầu tư,"Ưu điểm nổi bật: Vị trí cực đẹp, mặt đường trục chính , kinh doanh nhỏ cực thuận lợi Lô góc 2 mặt thoáng, nhà sáng thoáng tự nhiên Nhà mới xây, hoàn thiện cực đẹp chỉ việc xách vali về ở Có thang máy xịn, vận hành êm Thiết kế công năng tối ưu: Tầng 1: Phòng khách + bếp Tầng 2,3,4: Mỗi tầng 1 phòng ngủ rộng + WC Tầng 5: Tum + sân phơi siêu thoáng Nhà phù hợp để ở, kinh doanh nhỏ, mở spa mini nail văn phòng, studio Tiện ích xung quanh: Gần KĐT Kiến Hưng Xa La Văn Phú Ba bước chân ra chợ, trường học, bãi xe, dịch vụ Khu dân cư văn minh, an ninh tốt, hàng xóm dễ sống Pháp lý: Sổ đỏ vuông vắn pháp lý chuẩn công chứng sang tên trong ngày Liên hệ xem nhà: [phone_number]E Hiếu BĐS Hà Đông)",Nhà,Hà Nội,Hà Đông,Kiến Hưng,Mậu Lương,,6696383750,35.0,4.0,,,,4.0,3.0,,,2025-11-23T12:57:07.938000,20.978852,105.768136
"Bán căn hộ Cộng Hòa Plaza, 5,8 tỷ, 100m2, 3PN, Tân Bình, TP. HCM","Căn hộ tại Cộng Hòa Plaza, Tân Bình, TP. HCM Căn góc lầu cao View đẹp, hiện đang rẻ nhất Quận Tân Bình, chung cư mới bàn giao, còn mới nguyên. - Cấu trúc: 3PN + 2WC + bếp. - Giá: 5,8 tỷ VND. - Diện tích: 100m2. - Nội thất: Đầy đủ với điều hòa, tủ lạnh, giường... - Pháp lý đầy đủ, đảm bảo an toàn cho khách hàng. Căn hộ này không chỉ có thiết kế đẹp mà còn phù hợp với phong thủy, tạo cảm giác thoải mái và hài hòa cho gia chủ. Gần các tiện ích như: + Gần bệnh viện Thống Nhất, bệnh viện đa khoa Mỹ Đức. + Gần siêu thị Nhân Văn và siêu thị Mẹ & Bé Con Cưng. + Có công viên Nguyễn Đình Khơi. + Gần các trường học như Trung tâm tiếng Trung Hoa Văn và Trường Quốc Thảo. Liên hệ Tuấn Tú qua số điện thoại [phone_number]",Căn hộ chung cư,Hồ Chí Minh,Tân Bình,,,,10022270000,100.0,7.0,,,,3.0,2.0,,,2025-11-24T14:42:55.143000,10.801886,106.657189
Bán chung cư IA20 - 92m2 - tầng 9 - Ciputra Hà Nội,"Tầng lửng, 3 ngủ, 2WC, có ban công thoáng sáng, nội thất cơ bản như hình. (Chính chủ bán không qua MG).",Căn hộ chung cư,Hà Nội,Bắc Từ Liêm,Đông Ngạc,,Chung cư IA20 Ciputra,9051629200,92.0,7.0,,,,3.0,2.0,,,2025-11-03T20:54:07.603000,21.070847,105.760758
"Nhà mới đẹp 100m² full nội thất, chỉ 1,7 tỷ, tại Phan Thiết","Chào mừng bạn đến với tổ ấm mới tại Phan Thiết! Ngôi nhà xây mới tinh với diện tích 100m² (5m x 20m) đang chờ đón chủ nhân. Nằm cách đường Đặng Văn Lãnh, Phong Nẫm khoảng 300m, ngôi nhà sở hữu mặt tiền đường bê tông rộng 4m, xe cộ ra vào vô cùng thuận tiện. Ngôi nhà được trang bị đầy đủ nội thất cơ bản, bạn chỉ cần xách vali đến và tận hưởng cuộc sống. Hướng nhà Tây Bắc mát mẻ, pháp lý sổ hồng riêng, điện nước chuẩn chỉnh. Đặc biệt, chúng tôi có hỗ trợ vay ngân hàng, giúp bạn dễ dàng sở hữu ngôi nhà mơ ước. Giá bán nhanh chỉ 1 tỷ 700 triệu đồng, có thương lượng cho khách hàng thiện chí. Liên hệ ngay Ms. Ngân qua số điện thoại [phone_number] để biết thêm chi tiết và xem nhà trực tiếp.",Nhà,Bình Thuận,Phan Thiết,,,,3401648000,100.0,4.0,5.0,20.0,,4.0,3.0,Tây Bắc,,2025-11-27T02:57:45.798000,10.932105,108.09754
"Bán nhà mặt phố tô hiệu - quận cầu giấy. sổ đỏ gần 60m. #giá 24 tỷ..... phân lô, vỉa hè","bán nhà mặt phố tô hiệu - quận cầu giấy - diện tích gần 60m, sổ phân lô vuông ( vì đang có việc nên gia đình cần bán nhanh ) giá 24 tỷ có thương lượng. . . . . - hiện trạng nhà cấp 4, đang cho thuê 30tr/tháng liên hệ xem nhà mr thanh: [phone_number]",Nhà,Hà Nội,Cầu Giấy,Dịch Vọng,Tô Hiệu,,13960695000,60.0,4.0,,,,2.0,1.0,,,2025-11-13T01:25:48.315000,21.037414,105.785771
Căn hộ The Prive đường Song Hành cao tốc Q2 giá CĐT pháp lý chuẩn chỉnh - Thanh toán giãn linh hoạt,"Tài chính nhẹ nhàng, chính sách vượt trội tại The Privé! Chỉ với 10% thanh toán ban đầu, bạn đã có thể sở hữu ngay căn hộ hạng sang The Privé tại mặt tiền Song Hành cao tốc (Quận 2) với pháp lý minh bạch, sổ hồng sở hữu lâu dài, đã có giấy phép bán hàng cho người nước ngoài. Linh hoạt tối đa với 2 phương án: - Thanh toán tiêu chuẩn: Góp linh hoạt chỉ 2%/tháng, - Hỗ trợ vay: Chiết khấu 7%, miễn lãi 0% suốt 24 tháng và đặc biệt ân hạn gốc lên đến 60 tháng giúp tối ưu dòng tiền tuyệt đối! Tổng ưu đãi lên đến 11,5%. Về The Privé: Vị trí compound ven sông trung tâm, biệt lập và riêng tư liền kề Thủ Thiêm. Cách nút giao An Phú chỉ 3 phút, về trung tâm Quận 1 chỉ 10 phút. Chuỗi 99 tiện ích resort All - in - one cao cấp, đầy đủ cho đa thế hệ. Mật độ xây dựng thấp (25%) và mật độ căn/sàn thấp (9 căn/sàn). Thiết kế vuông vức, tinh tế đến từng chi tiết, trần cao thông thoáng. Bàn giao hệ kình Double Low - E mặt ngoài, cùng nội thất trang bị gần full với các thương hiệu nội thất Châu Âucao cấp: Duravit, Brandt, hệ máy lạnh âm trần Daikin. Tiến độ thực tế: Đang xây lên tầng 2 (Bàn giao Q3/2027). Cơ hội đầu tư và an cư tốt nhất năm! Liên hệ em Nương [phone_number] Đất Xanh Hội Sở để được hỗ trợ đăng kí xem nhà mẫu và tư vấn kĩ thông tin.",Căn hộ chung cư,Hồ Chí Minh,Thủ Đức,An Phú,,,9246598000,80.9,7.0,,,,2.0,2.0,,,2025-11-13T12:20:49.382000,10.848229,106.743744
"Bán nhà vi bằng (4x14m) 56m2 tại Đường 20, Hòa Phú, Củ Chi, HCM giá 700 triệu","Nhà riêng giấy vi bằng thuộc khu vực Hòa Phú, Củ Chi, Hồ Chí Minh với diện tích (4x14m), 56m2, rất phù hợp cho gia đình nhỏ hoặc đầu tư. + 2 phòng ngủ rộng rãi, thoáng mát. + 1 phòng tắm đầy đủ tiện nghi. + Nội thất cơ bản: Điều hòa, tủ lạnh, giường. + Hướng cửa chính: Nam, hướng ban công: Bắc. + Mặt tiền 4m, ngõ vào rộng 4m, thuận tiện cho ô tô. Nổi bật với phong thủy tốt, không gian sống yên tĩnh và gần gũi với thiên nhiên, tạo cảm giác thoải mái cho cư dân. Tính tiện lợi cao khi chỉ cần vài phút di chuyển đến các tiện ích cần thiết. Nhà gần TL8 và xã chợ trường học Hoà Phú. Liên hệ để được tư vấn miễn phí qua số điện thoại [phone_number] và tên Nguyễn Thanh Phong.",Nhà,Hồ Chí Minh,Củ Chi,Hòa Phú,20,,7266014000,56.0,4.0,4.0,,,2.0,1.0,Nam,Bắc,2025-11-14T14:49:56.537000,10.765874,106.689852
TT HAI BÀ TRƯNG - NHÀ XÂY MỚI KOONG - 5 TẦNG THANG MÁY - NGÕ THÔNG BA GÁC ĐUA,"- Khu vực rất ít nhà bán, nhà xây mới koong, 5 Tầng thang máy, sân để xe rất rộng. - Vị trí quá trung tâm, vài phút lên phố cổ. Ngõ thông ba gác đua. Cổng chung 4 nhà, an ninh đảm bảo. - Tầng 1. Phòng khách, phòng bếp và chỗ để xe. - Tầng 2.3.4. Tổng 3 phòng ngủ + wc. - Tầng 5. Phòng thờ và sân phơi.",Nhà,Hà Nội,Hai Bà Trưng,,Hoa Lư,,9117549000,38.0,5.0,4.5,,,3.0,3.0,,,2025-11-24T19:00:53.788000,21.026452,105.856515
"Bán nhà biệt thự 125m2, 31 tỷ, view công viên tại KĐTM Cầu Bươu","Nhà biệt thự tại KĐTM Cầu Bươu, đường 70, xã Tân Triều, Thanh Trì, Hà Nội, với diện tích 125m2. - Giá bán: 31 tỷ VND. - 6PN, 5WC, 5 tầng, thiết kế hiện đại. - Hướng cửa chính: Đông Bắc, ban công: Đông Bắc. - Mặt tiền rộng 8.1m, đường vào rộng 6m, thuận tiện cho xe ô tô.",Biệt thự/Nhà liền kề,Hà Nội,Thanh Trì,Tân Triều,,Khu đô thị mới Cầu Bươu,30023984375,125.0,5.0,8.1,,6.0,6.0,5.0,Đông - Bắc,Đông - Bắc,2025-11-24T08:43:56.119000,21.044967,105.869998
"Bán đất 96.3m2 ODT, mặt tiền 6m, đường 9m, trung tâm Yên Bái","Bán lô đất siêu rộng đẹp, tọa lạc tại vị trí đắc địa phía sau TĐC Thuế, TP Yên Bái. Lô đất có diện tích 96.3m2 đất ở, với mặt tiền 6m và chiều sâu thực tế gần 30m (có giấy viết tay xác nhận phần đất dôi dư). Đường trước đất rộng 9m, có hành lang 3m, tạo không gian siêu thoáng đãng, thuận tiện cho việc đỗ xe ô tô thoải mái và rộng rãi. Vị trí đắc địa, đường thông, nằm ở trung tâm thành phố, gần chợ, trường học và bệnh viện, đáp ứng mọi nhu cầu sinh hoạt và đi lại. Giá bán công khai: 2 tỷ 450 triệu đồng, có thương lượng. Liên hệ: [phone_number]",Đất,Yên Bái,Yên Bái,,,,1894807700,96.3,0.0,6.0,16.05,,0.0,0.0,,,2025-11-29T18:10:41.192000,21.736272,104.895294
"Căn hộ dịch vụ 33 phòng, dòng tiền 8,9% năm đường Quang Trung, Gò Vấp","Với 33 phòng, có thang máy, hệ thống PC&CC đầy đủ, có thu nhập 200 triệu/tháng, ước tính 8,9%/năm. Căn hộ dịch vụ đường Quang Trung, Phường 8, Gò Vấp, Hồ Chí Minh mang lại không gian sống lý tưởng với diện tích 190 m2. Với giá bán 27 tỷ VND, căn hộ này phù hợp cho những ai tìm kiếm một nơi an cư đầy đủ tiện nghi. - 33 phòng ngủ rộng rãi với ánh sáng tự nhiên. - 33 toilet được trang bị hiện đại. - Nội thất cơ bản, sẵn sàng cho việc sử dụng ngay. - Hướng cửa chính: Đông Bắc. - Các thiết bị như điều hòa, giường, tủ lạnh được trang bị đầy đủ. Căn hộ có pháp lý đầy đủ, mang lại sự an tâm cho người mua. Không chỉ là một nơi ở, đây còn là một phong cách sống tiện nghi và hiện đại. Tiện ích xung quanh: - Bệnh viện Gò Vấp và Bệnh viện Đa khoa Hồng Đức III. - Siêu thị Bách Hóa Xanh. - Công viên Làng Hoa Gò Vấp. - Trường Mầm Non Hạnh Thông Tây và Trung Tâm Luyện Thi Vẽ Art Land Gò Vấp. Liên hệ Mr Giàu [phone_number] - Môi giới chuyên quận Gò Vấp - Với kho hàng chính chủ lên đến gần 30.000 tài sản - chuyên bán sản phẩm dòng tiền và đất xây theo sở nguyện. Đến với Mr Giàu [phone_number] - anh chị cảm nhận được sự khác biệt - với hàng chục ngàn tài sản đang bán - đa dạng phân khúc - đa dạng loại hình - phù hợp mọi nhu cầu - làm việc trực tiếp với chủ - pháp lý minh bạch, rõ ràng, được kiểm tra kỹ trước khi tư vấn.",Nhà,Hồ Chí Minh,Gò Vấp,8,Quang Trung,,34167907500,190.0,4.0,,,,4.0,3.0,Đông Bắc,,2025-11-21T10:08:20.163000,10.791481,106.711535
"Bán nhà Cự Khối Long Biên Hà Nội diện tích : 52m2 x 4m x 6 tầng x 11,3 tỷ - ôtô, thang máy","bán nhà - cự khối long biên - hà nội - nhà mới - căn góc - ôtô vào nhà - thang máy - full nội thất 11,3 tỷ - 6 tầng - 52,5m2 - nhà gaza 2 oto - ngay đường trục 13m - trung tâm đông dân cư - trường chợ - hồ sinh thái - dịch vụ hoạt động ngày đêm - giao thông thuận tiện di chuyển đi các ngả - cầu thanh trì cao tốc hà nội hải phòng, 379 ecopark, cổ linh eon long biên cầu vĩnh tuy. . . : 52,5m2 6 tầng 11,3 tỷ : t1 : gaza ôtô, thang máy : t234 : 5 ngủ khép kín : t5 : khách bếp vs : t6 : thờ sân : sdcc hỗ trợ tư vấn : [phone_number] - mr thảo",Nhà,Hà Nội,Long Biên,,,,10439023000,52.0,6.0,4.0,,,4.0,5.0,,,2025-11-18T20:54:09.727000,21.027316,105.900594
"Cực hiếm mặt tiền tân cảng p25, bình thạnh 179m2 ngang 6.4m đường 16m 1 phút ra ga mrt1 tân cảng.","DBT1290 CỰC HIẾM MẶT TIỀN TÂN CẢNG P25, BÌNH THẠNH 179m NGANG 6.4m ĐƯỜNG 16m 1 PHÚT RA GA MRT TÂN CẢNG 65 TỶ - Mặt tiền đường Tân Cảng, Phường 25, Bình Thạnh - Giá: 65 tỷ . Thương lượng . - Diện tích: 179m2 (6.4m x 27m). Nỡ hậu . Kết cấu: 1 trệt 2 lầu 4PN 4WC . + Chính chủ 1 đời Nhà cũ tiện xây mới Sổ hồng chuẩn Công chứng ngay - Mặt tiền đường lớn 16m, tuyến thương mại cực sầm uất. - Cách Landmark 81 chỉ 1km, vài bước đến Điện Biên Phủ, công viên Tân Cảng, Văn Thánh, ga MRT1 Tân Cảng. - Vây quanh bởi hệ thống tiện ích cao cấp: ĐH GTVT, Hutech, Hàng Xanh, các thương hiệu quốc tế. - PHÙ HỢP KHAI THÁC TRIỆU ĐÔ Xây building văn phòng, khách sạn, nhà hàng spa thời trang. - Kết hợp CHDV Homestay khai thác tối ưu. - Sân thượng làm rooftop view Landmark 81 giá trị thương mại siêu cao. - Liên hệ ngay Diệm sale land .",Nhà,Hồ Chí Minh,Bình Thạnh,25,Tân Cảng,,45214370750,179.0,4.0,6.4,,,4.0,3.0,,,2025-11-14T06:53:35.204000,10.799509,106.697893
Bán lô đất đối diện THPT Tân Thông Hội - Suối Lội -CC 85m2 giá 1 tỷ 650,"Gia đình đang cần tiền để mua căn nhà cho con lên bán nhanh lô đất này. Đất nằm ở đường Suối Lội - Xã Tân Thông Hội, Huyện Củ Chi Tphcm. Diện tích: 85m2 (5,22x 17m), đắt bằng phẳng bên cạnh đã xây nhà. Đường 12m xây tự do tối thiêu 5 tầng. Pháp lý: Sổ hồng riêng, công chứng sang tên ngay trong ngày. AC thiện chí gặp trực tiếp chủ vì chủ cũng đang cần bán gấp. Đất cách QL22 500m, cách Coopmart Củ Chi chỉ vài phút đi xe, mặt tiền đường nhựa, đường thông thoáng giao thông rất thuận tiện, gần chợ, bệnh viện, trường học,...",Đất,Hồ Chí Minh,Củ Chi,Tân Thông Hội,,,9237937500,85.0,0.0,,,12.0,0.0,0.0,,,2025-11-17T16:08:47.494000,10.783853,106.690141
"1 căn độc quyền Tòa BS7, tầng đẹp, 2pn, 59m2 chỉ 3 tỷ 8. Ký trực tiệp CĐT, nhận nhà luôn.","1 căn độc quyền Tòa BS7, tầng đẹp, 2pn, 59m2 chỉ 3 tỷ 8. Ký trực tiệp CĐT, nhận nhà luôn. Tòa BS7 phân khu Solary. Diện tích 59m2. 2pn View sông, công viên rất thoáng Xem thực tế đúng căn mình mua. Ký trực tiếp CĐT, được chọn các phương án thanh toán: - Thanh toán tiến độ giãn Hoặc - Thanh toán sớm nhận nhà luôn Hoặc - Ngân hàng hỗ trợ 80% Tiếp khách hàng thiện chí, và xem thực tế liên hệ:",Căn hộ chung cư,Hồ Chí Minh,Thủ Đức,Long Thạnh Mỹ,,,5894380000,59.0,7.0,,,,2.0,1.0,Tây - Nam,Đông - Bắc,2025-11-10T14:03:24.875000,10.856343,106.73923
