name,description,property_type_name,province_name,district_name,ward_name,street_name,project_name,area,floor_count,bedroom_count,bathroom_count,latitude,longitude,price,is_market_coverage
Shophouse Trung tâm Hà Tĩnh,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Hà Tĩnh,Trung tâm,,,,80.0,3.0,5.0,4.0,18.339489,105.92979,2766539551,True
Shophouse Trung tâm Hà Tĩnh,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Hà Tĩnh,Trung tâm,,,,120.0,3.0,3.0,2.0,18.321276,105.89353,3950623535,True
Shophouse Trung tâm Hà Tĩnh,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Hà Tĩnh,Trung tâm,,,,180.0,4.0,3.0,1.0,18.329377,105.903538,6785062649,True
Đất Trung tâm Hà Tĩnh,Coverage row generated from market priors and Hugging Face schema.,Đất,Hà Tĩnh,Trung tâm,,,,45.0,0.0,0.0,0.0,18.355279,105.926293,922621669,True
Đất Trung tâm Hà Tĩnh,Coverage row generated from market priors and Hugging Face schema.,Đất,Hà Tĩnh,Trung tâm,,,,60.0,0.0,0.0,0.0,18.352591,105.924085,1222787304,True
Đất Trung tâm Hà Tĩnh,Coverage row generated from market priors and Hugging Face schema.,Đất,Hà Tĩnh,Trung tâm,,,,80.0,0.0,0.0,0.0,18.353277,105.91993,1641038078,True
Đất Trung tâm Hà Tĩnh,Coverage row generated from market priors and Hugging Face schema.,Đất,Hà Tĩnh,Trung tâm,,,,120.0,0.0,0.0,0.0,18.360528,105.893794,2271095094,True
Đất Trung tâm Hà Tĩnh,Coverage row generated from market priors and Hugging Face schema.,Đất,Hà Tĩnh,Trung tâm,,,,180.0,0.0,0.0,0.0,18.356353,105.884454,3712321105,True
Biệt thự/Nhà liền kề Trung tâm Hải Dương,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Hải Dương,Trung tâm,,,,45.0,3.0,5.0,3.0,20.94514,106.310026,2208578384,True
Biệt thự/Nhà liền kề Trung tâm Hải Dương,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Hải Dương,Trung tâm,,,,60.0,3.0,1.0,1.0,20.938868,106.291946,2688032590,True
Biệt thự/Nhà liền kề Trung tâm Hải Dương,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Hải Dương,Trung tâm,,,,80.0,1.0,2.0,4.0,20.952003,106.311113,3767941223,True
Biệt thự/Nhà liền kề Trung tâm Hải Dương,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Hải Dương,Trung tâm,,,,120.0,4.0,1.0,1.0,20.93289,106.325967,6082050989,True
Biệt thự/Nhà liền kề Trung tâm Hải Dương,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Hải Dương,Trung tâm,,,,180.0,4.0,4.0,1.0,20.915313,106.303333,9067751350,True
Căn hộ chung cư Trung tâm Hải Dương,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Hải Dương,Trung tâm,,,,45.0,2.0,4.0,2.0,20.930089,106.308179,1159916095,True
Căn hộ chung cư Trung tâm Hải Dương,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Hải Dương,Trung tâm,,,,60.0,2.0,5.0,3.0,20.917146,106.308561,1707392443,True
Căn hộ chung cư Trung tâm Hải Dương,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Hải Dương,Trung tâm,,,,80.0,1.0,1.0,2.0,20.939296,106.312333,1983920393,True
Căn hộ chung cư Trung tâm Hải Dương,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Hải Dương,Trung tâm,,,,120.0,5.0,1.0,3.0,20.922771,106.308406,2952182963,True
Căn hộ chung cư Trung tâm Hải Dương,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Hải Dương,Trung tâm,,,,180.0,1.0,4.0,4.0,20.946803,106.33473,4570604017,True
Nhà Trung tâm Hải Dương,Coverage row generated from market priors and Hugging Face schema.,Nhà,Hải Dương,Trung tâm,,,,45.0,5.0,3.0,1.0,20.951333,106.339518,1984745553,True
Nhà Trung tâm Hải Dương,Coverage row generated from market priors and Hugging Face schema.,Nhà,Hải Dương,Trung tâm,,,,60.0,3.0,5.0,2.0,20.961932,106.298732,2351465528,True
Nhà Trung tâm Hải Dương,Coverage row generated from market priors and Hugging Face schema.,Nhà,Hải Dương,Trung tâm,,,,80.0,5.0,3.0,2.0,20.917421,106.332033,3294478279,True
Nhà Trung tâm Hải Dương,Coverage row generated from market priors and Hugging Face schema.,Nhà,Hải Dương,Trung tâm,,,,120.0,1.0,2.0,1.0,20.954271,106.298524,4269496587,True
Nhà Trung tâm Hải Dương,Coverage row generated from market priors and Hugging Face schema.,Nhà,Hải Dương,Trung tâm,,,,180.0,5.0,2.0,4.0,20.95483,106.307993,7449961004,True
Shophouse Trung tâm Hải Dương,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Hải Dương,Trung tâm,,,,45.0,3.0,1.0,2.0,20.950771,106.321461,2438761946,True
Shophouse Trung tâm Hải Dương,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Hải Dương,Trung tâm,,,,60.0,3.0,2.0,2.0,20.935595,106.30806,3416490964,True
Shophouse Trung tâm Hải Dương,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Hải Dương,Trung tâm,,,,80.0,1.0,4.0,2.0,20.959254,106.295519,4054906596,True
Shophouse Trung tâm Hải Dương,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Hải Dương,Trung tâm,,,,120.0,1.0,2.0,1.0,20.923863,106.315564,6432956926,True
Shophouse Trung tâm Hải Dương,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Hải Dương,Trung tâm,,,,180.0,5.0,4.0,4.0,20.956643,106.296224,11415828859,True
Đất Trung tâm Hải Dương,Coverage row generated from market priors and Hugging Face schema.,Đất,Hải Dương,Trung tâm,,,,45.0,0.0,0.0,0.0,20.918677,106.333911,1409012623,True
Đất Trung tâm Hải Dương,Coverage row generated from market priors and Hugging Face schema.,Đất,Hải Dương,Trung tâm,,,,60.0,0.0,0.0,0.0,20.958327,106.337811,1885189025,True
Đất Trung tâm Hải Dương,Coverage row generated from market priors and Hugging Face schema.,Đất,Hải Dương,Trung tâm,,,,80.0,0.0,0.0,0.0,20.941481,106.324797,2461496267,True
Đất Trung tâm Hải Dương,Coverage row generated from market priors and Hugging Face schema.,Đất,Hải Dương,Trung tâm,,,,120.0,0.0,0.0,0.0,20.938721,106.323153,3645207131,True
Đất Trung tâm Hải Dương,Coverage row generated from market priors and Hugging Face schema.,Đất,Hải Dương,Trung tâm,,,,180.0,0.0,0.0,0.0,20.948785,106.316384,5901148268,True
Biệt thự/Nhà liền kề Trung tâm Hải Phòng,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Hải Phòng,Trung tâm,,,,45.0,4.0,1.0,1.0,20.830959,106.70573,3356949245,True
Biệt thự/Nhà liền kề Trung tâm Hải Phòng,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Hải Phòng,Trung tâm,,,,60.0,1.0,1.0,2.0,20.843154,106.690051,3791482271,True
Biệt thự/Nhà liền kề Trung tâm Hải Phòng,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Hải Phòng,Trung tâm,,,,80.0,2.0,4.0,4.0,20.869302,106.695338,5777995835,True
Biệt thự/Nhà liền kề Trung tâm Hải Phòng,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Hải Phòng,Trung tâm,,,,120.0,5.0,4.0,2.0,20.836386,106.699176,10194416097,True
Biệt thự/Nhà liền kề Trung tâm Hải Phòng,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Hải Phòng,Trung tâm,,,,180.0,2.0,5.0,3.0,20.849754,106.693128,13047214240,True
Căn hộ chung cư Trung tâm Hải Phòng,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Hải Phòng,Trung tâm,,,,45.0,2.0,1.0,2.0,20.823636,106.665893,1702853823,True
Căn hộ chung cư Trung tâm Hải Phòng,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Hải Phòng,Trung tâm,,,,60.0,3.0,2.0,3.0,20.851274,106.665228,2139833838,True
Căn hộ chung cư Trung tâm Hải Phòng,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Hải Phòng,Trung tâm,,,,80.0,1.0,5.0,3.0,20.838788,106.690486,3265758039,True
Căn hộ chung cư Trung tâm Hải Phòng,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Hải Phòng,Trung tâm,,,,120.0,3.0,2.0,2.0,20.840902,106.675502,4321952518,True
Căn hộ chung cư Trung tâm Hải Phòng,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Hải Phòng,Trung tâm,,,,180.0,4.0,3.0,2.0,20.827154,106.690435,6564847754,True
Nhà Trung tâm Hải Phòng,Coverage row generated from market priors and Hugging Face schema.,Nhà,Hải Phòng,Trung tâm,,,,45.0,3.0,1.0,4.0,20.844886,106.707041,2776952578,True
Nhà Trung tâm Hải Phòng,Coverage row generated from market priors and Hugging Face schema.,Nhà,Hải Phòng,Trung tâm,,,,60.0,3.0,3.0,2.0,20.827186,106.709375,3644877645,True
Nhà Trung tâm Hải Phòng,Coverage row generated from market priors and Hugging Face schema.,Nhà,Hải Phòng,Trung tâm,,,,80.0,5.0,4.0,2.0,20.835215,106.71078,5082901404,True
Nhà Trung tâm Hải Phòng,Coverage row generated from market priors and Hugging Face schema.,Nhà,Hải Phòng,Trung tâm,,,,120.0,2.0,5.0,3.0,20.842222,106.672457,7312181663,True
Nhà Trung tâm Hải Phòng,Coverage row generated from market priors and Hugging Face schema.,Nhà,Hải Phòng,Trung tâm,,,,180.0,4.0,1.0,3.0,20.838922,106.704653,10595012762,True
Shophouse Trung tâm Hải Phòng,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Hải Phòng,Trung tâm,,,,45.0,2.0,2.0,1.0,20.840135,106.71021,3507762183,True
Shophouse Trung tâm Hải Phòng,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Hải Phòng,Trung tâm,,,,60.0,3.0,5.0,3.0,20.843856,106.696484,5250965393,True
Shophouse Trung tâm Hải Phòng,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Hải Phòng,Trung tâm,,,,80.0,2.0,2.0,4.0,20.858215,106.704415,6975336590,True
Shophouse Trung tâm Hải Phòng,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Hải Phòng,Trung tâm,,,,120.0,4.0,2.0,3.0,20.831163,106.684567,11041040432,True
Shophouse Trung tâm Hải Phòng,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Hải Phòng,Trung tâm,,,,180.0,2.0,3.0,4.0,20.861567,106.666726,15666425860,True
Đất Trung tâm Hải Phòng,Coverage row generated from market priors and Hugging Face schema.,Đất,Hải Phòng,Trung tâm,,,,45.0,0.0,0.0,0.0,20.857053,106.687759,2252910842,True
Đất Trung tâm Hải Phòng,Coverage row generated from market priors and Hugging Face schema.,Đất,Hải Phòng,Trung tâm,,,,60.0,0.0,0.0,0.0,20.859933,106.691752,3055623050,True
Đất Trung tâm Hải Phòng,Coverage row generated from market priors and Hugging Face schema.,Đất,Hải Phòng,Trung tâm,,,,80.0,0.0,0.0,0.0,20.846361,106.67325,3823722113,True
Đất Trung tâm Hải Phòng,Coverage row generated from market priors and Hugging Face schema.,Đất,Hải Phòng,Trung tâm,,,,120.0,0.0,0.0,0.0,20.839806,106.69094,6175567953,True
Đất Trung tâm Hải Phòng,Coverage row generated from market priors and Hugging Face schema.,Đất,Hải Phòng,Trung tâm,,,,180.0,0.0,0.0,0.0,20.862934,106.708589,8879647827,True
Biệt thự/Nhà liền kề Trung tâm Hậu Giang,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Hậu Giang,Trung tâm,,,,45.0,4.0,2.0,1.0,9.772019,105.476746,1440328638,True
Biệt thự/Nhà liền kề Trung tâm Hậu Giang,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Hậu Giang,Trung tâm,,,,60.0,3.0,1.0,3.0,9.778462,105.490169,1855237202,True
Biệt thự/Nhà liền kề Trung tâm Hậu Giang,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Hậu Giang,Trung tâm,,,,80.0,3.0,4.0,2.0,9.792986,105.463323,2568212964,True
Biệt thự/Nhà liền kề Trung tâm Hậu Giang,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Hậu Giang,Trung tâm,,,,120.0,5.0,2.0,3.0,9.809148,105.446571,4410358452,True
Biệt thự/Nhà liền kề Trung tâm Hậu Giang,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Hậu Giang,Trung tâm,,,,180.0,1.0,5.0,3.0,9.76431,105.489271,5948490402,True
Căn hộ chung cư Trung tâm Hậu Giang,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Hậu Giang,Trung tâm,,,,45.0,2.0,3.0,4.0,9.776246,105.460239,798266449,True
Căn hộ chung cư Trung tâm Hậu Giang,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Hậu Giang,Trung tâm,,,,60.0,5.0,2.0,4.0,9.76747,105.487534,997435570,True
Căn hộ chung cư Trung tâm Hậu Giang,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Hậu Giang,Trung tâm,,,,80.0,2.0,3.0,1.0,9.79336,105.478334,1338634166,True
Căn hộ chung cư Trung tâm Hậu Giang,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Hậu Giang,Trung tâm,,,,120.0,4.0,1.0,1.0,9.782575,105.445104,1990281744,True
Căn hộ chung cư Trung tâm Hậu Giang,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Hậu Giang,Trung tâm,,,,180.0,4.0,2.0,2.0,9.768411,105.48119,2868630612,True
Nhà Trung tâm Hậu Giang,Coverage row generated from market priors and Hugging Face schema.,Nhà,Hậu Giang,Trung tâm,,,,45.0,3.0,3.0,3.0,9.762344,105.494549,1253256736,True
Nhà Trung tâm Hậu Giang,Coverage row generated from market priors and Hugging Face schema.,Nhà,Hậu Giang,Trung tâm,,,,60.0,4.0,1.0,2.0,9.777974,105.47664,1581456211,True
Nhà Trung tâm Hậu Giang,Coverage row generated from market priors and Hugging Face schema.,Nhà,Hậu Giang,Trung tâm,,,,80.0,3.0,4.0,3.0,9.792796,105.477578,2221385603,True
Nhà Trung tâm Hậu Giang,Coverage row generated from market priors and Hugging Face schema.,Nhà,Hậu Giang,Trung tâm,,,,120.0,2.0,1.0,3.0,9.770111,105.481612,3092876005,True
Nhà Trung tâm Hậu Giang,Coverage row generated from market priors and Hugging Face schema.,Nhà,Hậu Giang,Trung tâm,,,,180.0,5.0,3.0,3.0,9.789753,105.475843,5371777157,True
Shophouse Trung tâm Hậu Giang,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Hậu Giang,Trung tâm,,,,45.0,3.0,3.0,1.0,9.793044,105.463436,1636700340,True
Shophouse Trung tâm Hậu Giang,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Hậu Giang,Trung tâm,,,,60.0,4.0,4.0,3.0,9.764482,105.490663,2501160594,True
Shophouse Trung tâm Hậu Giang,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Hậu Giang,Trung tâm,,,,80.0,1.0,2.0,1.0,9.791089,105.455248,2717776384,True
Shophouse Trung tâm Hậu Giang,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Hậu Giang,Trung tâm,,,,120.0,2.0,2.0,3.0,9.780262,105.469136,4561273447,True
Shophouse Trung tâm Hậu Giang,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Hậu Giang,Trung tâm,,,,180.0,3.0,3.0,4.0,9.792259,105.457075,7057044205,True
Đất Trung tâm Hậu Giang,Coverage row generated from market priors and Hugging Face schema.,Đất,Hậu Giang,Trung tâm,,,,45.0,0.0,0.0,0.0,9.772698,105.486308,932565668,True
Đất Trung tâm Hậu Giang,Coverage row generated from market priors and Hugging Face schema.,Đất,Hậu Giang,Trung tâm,,,,60.0,0.0,0.0,0.0,9.794527,105.451846,1318768180,True
Đất Trung tâm Hậu Giang,Coverage row generated from market priors and Hugging Face schema.,Đất,Hậu Giang,Trung tâm,,,,80.0,0.0,0.0,0.0,9.761893,105.448443,1671574219,True
Đất Trung tâm Hậu Giang,Coverage row generated from market priors and Hugging Face schema.,Đất,Hậu Giang,Trung tâm,,,,120.0,0.0,0.0,0.0,9.762714,105.46768,2586735302,True
Đất Trung tâm Hậu Giang,Coverage row generated from market priors and Hugging Face schema.,Đất,Hậu Giang,Trung tâm,,,,180.0,0.0,0.0,0.0,9.772068,105.479375,4091454182,True
Biệt thự/Nhà liền kề Trung tâm Hòa Bình,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Hòa Bình,Trung tâm,,,,45.0,1.0,4.0,3.0,20.813956,105.330549,1221719804,True
Biệt thự/Nhà liền kề Trung tâm Hòa Bình,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Hòa Bình,Trung tâm,,,,60.0,1.0,4.0,4.0,20.812321,105.322491,1561764748,True
Biệt thự/Nhà liền kề Trung tâm Hòa Bình,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Hòa Bình,Trung tâm,,,,80.0,3.0,5.0,2.0,20.795068,105.357338,2338807539,True
Biệt thự/Nhà liền kề Trung tâm Hòa Bình,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Hòa Bình,Trung tâm,,,,120.0,5.0,5.0,2.0,20.824797,105.338902,3664564473,True
Biệt thự/Nhà liền kề Trung tâm Hòa Bình,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Hòa Bình,Trung tâm,,,,180.0,2.0,4.0,3.0,20.824412,105.346723,5172631630,True
Căn hộ chung cư Trung tâm Hòa Bình,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Hòa Bình,Trung tâm,,,,45.0,1.0,4.0,2.0,20.830041,105.329744,696735011,True
Căn hộ chung cư Trung tâm Hòa Bình,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Hòa Bình,Trung tâm,,,,60.0,5.0,5.0,3.0,20.791371,105.317349,952630247,True
Căn hộ chung cư Trung tâm Hòa Bình,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Hòa Bình,Trung tâm,,,,80.0,3.0,1.0,4.0,20.830291,105.321769,1139311567,True
Căn hộ chung cư Trung tâm Hòa Bình,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Hòa Bình,Trung tâm,,,,120.0,3.0,4.0,2.0,20.80223,105.354872,1749051915,True
Căn hộ chung cư Trung tâm Hòa Bình,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Hòa Bình,Trung tâm,,,,180.0,2.0,4.0,2.0,20.79748,105.342352,2924728731,True
Nhà Trung tâm Hòa Bình,Coverage row generated from market priors and Hugging Face schema.,Nhà,Hòa Bình,Trung tâm,,,,45.0,1.0,5.0,3.0,20.812668,105.342056,925405235,True
Nhà Trung tâm Hòa Bình,Coverage row generated from market priors and Hugging Face schema.,Nhà,Hòa Bình,Trung tâm,,,,60.0,3.0,4.0,1.0,20.811784,105.360004,1412071510,True
Nhà Trung tâm Hòa Bình,Coverage row generated from market priors and Hugging Face schema.,Nhà,Hòa Bình,Trung tâm,,,,80.0,4.0,1.0,4.0,20.81026,105.314417,1891530257,True
Nhà Trung tâm Hòa Bình,Coverage row generated from market priors and Hugging Face schema.,Nhà,Hòa Bình,Trung tâm,,,,120.0,4.0,3.0,2.0,20.80543,105.318212,2812963382,True
Nhà Trung tâm Hòa Bình,Coverage row generated from market priors and Hugging Face schema.,Nhà,Hòa Bình,Trung tâm,,,,180.0,3.0,1.0,2.0,20.795293,105.34672,3931619881,True
Shophouse Trung tâm Hòa Bình,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Hòa Bình,Trung tâm,,,,45.0,1.0,3.0,4.0,20.825054,105.313362,1337942188,True
Shophouse Trung tâm Hòa Bình,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Hòa Bình,Trung tâm,,,,60.0,5.0,2.0,4.0,20.818111,105.31404,2060573340,True
Shophouse Trung tâm Hòa Bình,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Hòa Bình,Trung tâm,,,,80.0,1.0,1.0,2.0,20.817896,105.361281,2494253553,True
Shophouse Trung tâm Hòa Bình,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Hòa Bình,Trung tâm,,,,120.0,2.0,4.0,3.0,20.795575,105.313969,4041998176,True
Shophouse Trung tâm Hòa Bình,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Hòa Bình,Trung tâm,,,,180.0,2.0,3.0,4.0,20.789285,105.327826,6092148878,True
Đất Trung tâm Hòa Bình,Coverage row generated from market priors and Hugging Face schema.,Đất,Hòa Bình,Trung tâm,,,,45.0,0.0,0.0,0.0,20.832339,105.325618,905091371,True
Đất Trung tâm Hòa Bình,Coverage row generated from market priors and Hugging Face schema.,Đất,Hòa Bình,Trung tâm,,,,60.0,0.0,0.0,0.0,20.812036,105.328269,1140472736,True
Đất Trung tâm Hòa Bình,Coverage row generated from market priors and Hugging Face schema.,Đất,Hòa Bình,Trung tâm,,,,80.0,0.0,0.0,0.0,20.82251,105.348866,1546485875,True
Đất Trung tâm Hòa Bình,Coverage row generated from market priors and Hugging Face schema.,Đất,Hòa Bình,Trung tâm,,,,120.0,0.0,0.0,0.0,20.789897,105.344147,2167927038,True
Đất Trung tâm Hòa Bình,Coverage row generated from market priors and Hugging Face schema.,Đất,Hòa Bình,Trung tâm,,,,180.0,0.0,0.0,0.0,20.811102,105.349885,3371872370,True
Biệt thự/Nhà liền kề 1 Hồ Chí Minh,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Hồ Chí Minh,1,,,,45.0,5.0,4.0,2.0,10.757413,106.704963,11190618255,True
Biệt thự/Nhà liền kề 1 Hồ Chí Minh,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Hồ Chí Minh,1,,,,60.0,4.0,3.0,3.0,10.783187,106.710341,14297000047,True
Biệt thự/Nhà liền kề 1 Hồ Chí Minh,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Hồ Chí Minh,1,,,,80.0,2.0,1.0,4.0,10.780369,106.680082,18708134790,True
Biệt thự/Nhà liền kề 1 Hồ Chí Minh,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Hồ Chí Minh,1,,,,120.0,5.0,2.0,2.0,10.774107,106.683842,28846279535,True
Biệt thự/Nhà liền kề 1 Hồ Chí Minh,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Hồ Chí Minh,1,,,,180.0,1.0,5.0,3.0,10.766765,106.693706,39944571784,True
Biệt thự/Nhà liền kề 3 Hồ Chí Minh,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Hồ Chí Minh,3,,,,45.0,1.0,4.0,1.0,10.752291,106.694853,9283428679,True
Biệt thự/Nhà liền kề 3 Hồ Chí Minh,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Hồ Chí Minh,3,,,,60.0,2.0,4.0,2.0,10.798206,106.716752,13515173119,True
Biệt thự/Nhà liền kề 3 Hồ Chí Minh,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Hồ Chí Minh,3,,,,80.0,2.0,5.0,3.0,10.78375,106.716067,18884741119,True
Biệt thự/Nhà liền kề 3 Hồ Chí Minh,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Hồ Chí Minh,3,,,,120.0,5.0,3.0,2.0,10.78557,106.707037,31737588873,True
Biệt thự/Nhà liền kề 3 Hồ Chí Minh,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Hồ Chí Minh,3,,,,180.0,1.0,2.0,2.0,10.775548,106.725082,38253989428,True
Biệt thự/Nhà liền kề 7 Hồ Chí Minh,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Hồ Chí Minh,7,,,,45.0,5.0,5.0,4.0,10.759435,106.687669,11896389707,True
Biệt thự/Nhà liền kề 7 Hồ Chí Minh,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Hồ Chí Minh,7,,,,60.0,1.0,1.0,4.0,10.772849,106.688152,12651049596,True
Biệt thự/Nhà liền kề 7 Hồ Chí Minh,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Hồ Chí Minh,7,,,,80.0,1.0,1.0,1.0,10.755017,106.696987,16993770321,True
Biệt thự/Nhà liền kề 7 Hồ Chí Minh,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Hồ Chí Minh,7,,,,120.0,5.0,3.0,4.0,10.752512,106.72097,31642723208,True
Biệt thự/Nhà liền kề 7 Hồ Chí Minh,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Hồ Chí Minh,7,,,,180.0,1.0,5.0,4.0,10.801644,106.686313,42031244208,True
Biệt thự/Nhà liền kề 8 Hồ Chí Minh,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Hồ Chí Minh,8,,,,45.0,4.0,2.0,2.0,10.797658,106.685155,10700216295,True
Biệt thự/Nhà liền kề 8 Hồ Chí Minh,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Hồ Chí Minh,8,,,,60.0,1.0,5.0,2.0,10.774942,106.724984,12934235441,True
Biệt thự/Nhà liền kề 8 Hồ Chí Minh,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Hồ Chí Minh,8,,,,80.0,1.0,3.0,4.0,10.798707,106.720204,17376985569,True
Biệt thự/Nhà liền kề 8 Hồ Chí Minh,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Hồ Chí Minh,8,,,,120.0,4.0,4.0,4.0,10.783847,106.689213,29645218235,True
Biệt thự/Nhà liền kề 8 Hồ Chí Minh,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Hồ Chí Minh,8,,,,180.0,3.0,5.0,4.0,10.788056,106.707105,45275819984,True
Căn hộ chung cư 1 Hồ Chí Minh,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Hồ Chí Minh,1,,,,45.0,1.0,3.0,3.0,10.772927,106.682345,5216358749,True
Căn hộ chung cư 1 Hồ Chí Minh,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Hồ Chí Minh,1,,,,60.0,1.0,4.0,1.0,10.767854,106.677975,7928379180,True
Căn hộ chung cư 1 Hồ Chí Minh,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Hồ Chí Minh,1,,,,80.0,3.0,1.0,3.0,10.769611,106.710471,9232015584,True
Căn hộ chung cư 1 Hồ Chí Minh,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Hồ Chí Minh,1,,,,120.0,3.0,4.0,3.0,10.773686,106.708455,16156439945,True
Căn hộ chung cư 1 Hồ Chí Minh,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Hồ Chí Minh,1,,,,180.0,3.0,3.0,1.0,10.799047,106.691298,23014867656,True
